ssid,bssid,security,frequency_mhz,channel,best_signal_dbm,best_signal_percent,best_seen,seen,connected,first_seen,last_seen,from,to,fraction,lat,lon,estimated_lat,estimated_lon,spread_m,estimated_from,estimated_to,estimated_fraction,estimated_spread,barely_pinned
,ap-48e9820b065e,psk,,,-76,48,2026-09-22T19:26:27-03:00,28,,2026-09-22T19:25:56-03:00,2026-09-22T19:35:38-03:00,Río Negro y Santiago Gadea,Carlos María Solari y Santiago Gadea,0.013,-33.522531,-58.218009,-33.522836,-58.218740,70,Río Negro y José Pedro Varela,Río Negro y José Bonifacio Redruello,0.595,0.245,yes
,ap-ef81fe97e1e1,psk,,,-76,48,2026-09-22T19:26:27-03:00,28,,2026-09-22T19:25:56-03:00,2026-09-22T19:35:38-03:00,Río Negro y Santiago Gadea,Carlos María Solari y Santiago Gadea,0.013,-33.522531,-58.218009,-33.522839,-58.218753,70,Río Negro y José Pedro Varela,Río Negro y José Bonifacio Redruello,0.606,0.231,yes
,ap-20c938f97e31,psk,,,-75,50,2026-09-22T19:26:27-03:00,22,,2026-09-22T19:25:56-03:00,2026-09-22T19:35:08-03:00,Río Negro y Santiago Gadea,Carlos María Solari y Santiago Gadea,0.013,-33.522531,-58.218009,-33.522751,-58.218577,58,Río Negro y José Pedro Varela,Río Negro y José Bonifacio Redruello,0.705,0.144,yes
,ap-8f6403537bcb,psk,2432,5,-61,78,2026-09-22T19:26:27-03:00,24,,2026-09-22T19:26:21-03:00,2026-09-22T19:28:16-03:00,Río Negro y Santiago Gadea,Carlos María Solari y Santiago Gadea,0.013,-33.522531,-58.218009,-33.522163,-58.218269,41,Río Negro y Santiago Gadea,Carlos María Solari y Santiago Gadea,0.328,0.264,yes
,ap-32af7638843f,psk,2422,3,-79,42,2026-09-22T19:26:27-03:00,7,,2026-09-22T19:26:27-03:00,2026-09-22T19:26:56-03:00,Río Negro y Santiago Gadea,Carlos María Solari y Santiago Gadea,0.013,-33.522531,-58.218009,-33.522384,-58.218112,12,Río Negro y Santiago Gadea,Carlos María Solari y Santiago Gadea,0.178,0.102,yes
,ap-d6c2d1bd7a74,psk,,,-65,70,2026-09-22T19:26:31-03:00,29,,2026-09-22T19:26:02-03:00,2026-09-22T19:35:23-03:00,Río Negro y Santiago Gadea,Carlos María Solari y Santiago Gadea,0.059,-33.522491,-58.218037,-33.522406,-58.218379,52,Río Negro y Santiago Gadea,Carlos María Solari y Santiago Gadea,0.281,0.210,
,ap-1cb73977d169,psk,2447,8,-47,100,2026-09-22T19:26:31-03:00,39,,2026-09-22T19:26:06-03:00,2026-09-22T19:35:23-03:00,Río Negro y Santiago Gadea,Carlos María Solari y Santiago Gadea,0.059,-33.522491,-58.218037,-33.522453,-58.218370,53,Río Negro y Santiago Gadea,Carlos María Solari y Santiago Gadea,0.233,0.211,
,ap-326de66de88f,psk,,,-72,56,2026-09-22T19:26:31-03:00,16,,2026-09-22T19:26:21-03:00,2026-09-22T19:27:36-03:00,Río Negro y Santiago Gadea,Carlos María Solari y Santiago Gadea,0.059,-33.522491,-58.218037,-33.522275,-58.218193,26,Río Negro y Santiago Gadea,Carlos María Solari y Santiago Gadea,0.319,0.223,yes
,ap-113567951ce4,psk,,,-79,42,2026-09-22T19:26:31-03:00,9,,2026-09-22T19:26:27-03:00,2026-09-22T19:27:06-03:00,Río Negro y Santiago Gadea,Carlos María Solari y Santiago Gadea,0.059,-33.522491,-58.218037,-33.522333,-58.218147,18,Río Negro y Santiago Gadea,Carlos María Solari y Santiago Gadea,0.234,0.153,yes
,ap-215eba0038ff,psk,,,-71,58,2026-09-22T19:26:31-03:00,16,,2026-09-22T19:26:27-03:00,2026-09-22T19:27:42-03:00,Río Negro y Santiago Gadea,Carlos María Solari y Santiago Gadea,0.059,-33.522491,-58.218037,-33.522228,-58.218220,29,Río Negro y Santiago Gadea,Carlos María Solari y Santiago Gadea,0.352,0.253,yes
,ap-0db9be82dce4,psk,,,-79,42,2026-09-22T19:26:31-03:00,7,,2026-09-22T19:26:27-03:00,2026-09-22T19:26:56-03:00,Río Negro y Santiago Gadea,Carlos María Solari y Santiago Gadea,0.059,-33.522491,-58.218037,-33.522372,-58.218119,11,Río Negro y Santiago Gadea,Carlos María Solari y Santiago Gadea,0.191,0.098,yes
,ap-fe59746786b0,psk,,,-71,58,2026-09-22T19:26:31-03:00,8,,2026-09-22T19:26:31-03:00,2026-09-22T19:27:06-03:00,Río Negro y Santiago Gadea,Carlos María Solari y Santiago Gadea,0.059,-33.522491,-58.218037,-33.522356,-58.218131,14,Río Negro y Santiago Gadea,Carlos María Solari y Santiago Gadea,0.209,0.123,yes
,ap-5d6ff199960f,psk,,,-59,82,2026-09-22T19:26:36-03:00,24,,2026-09-22T19:26:11-03:00,2026-09-22T19:28:21-03:00,Río Negro y Santiago Gadea,Carlos María Solari y Santiago Gadea,0.117,-33.522438,-58.218073,-33.522187,-58.218260,35,Río Negro y Santiago Gadea,Carlos María Solari y Santiago Gadea,0.357,0.235,yes
,ap-e070bd86bf7c,psk,,,-59,82,2026-09-22T19:26:36-03:00,22,,2026-09-22T19:26:16-03:00,2026-09-22T19:28:01-03:00,Río Negro y Santiago Gadea,Carlos María Solari y Santiago Gadea,0.117,-33.522438,-58.218073,-33.522201,-58.218244,32,Río Negro y Santiago Gadea,Carlos María Solari y Santiago Gadea,0.352,0.230,yes
,ap-b8d53654a2f1,psk,2457,10,-61,78,2026-09-22T19:26:36-03:00,26,,2026-09-22T19:26:21-03:00,2026-09-22T19:35:23-03:00,Río Negro y Santiago Gadea,Carlos María Solari y Santiago Gadea,0.117,-33.522438,-58.218073,-33.522420,-58.218416,53,Río Negro y Santiago Gadea,Carlos María Solari y Santiago Gadea,0.334,0.217,
,ap-fd8a4601f58a,psk,,,-59,82,2026-09-22T19:26:36-03:00,18,,2026-09-22T19:26:27-03:00,2026-09-22T19:27:51-03:00,Río Negro y Santiago Gadea,Carlos María Solari y Santiago Gadea,0.117,-33.522438,-58.218073,-33.522195,-58.218243,30,Río Negro y Santiago Gadea,Carlos María Solari y Santiago Gadea,0.359,0.238,yes
,ap-faf67b8fd823,psk,,,-59,82,2026-09-22T19:26:36-03:00,16,,2026-09-22T19:26:31-03:00,2026-09-22T19:27:46-03:00,Río Negro y Santiago Gadea,Carlos María Solari y Santiago Gadea,0.117,-33.522438,-58.218073,-33.522195,-58.218243,27,Río Negro y Santiago Gadea,Carlos María Solari y Santiago Gadea,0.375,0.227,yes
,ap-9aa0ac51a7d5,open,2452,9,-71,58,2026-09-22T19:26:41-03:00,20,,2026-09-22T19:26:27-03:00,2026-09-22T19:28:11-03:00,Río Negro y Santiago Gadea,Carlos María Solari y Santiago Gadea,0.166,-33.522394,-58.218104,-33.522159,-58.218268,30,Río Negro y Santiago Gadea,Carlos María Solari y Santiago Gadea,0.358,0.201,
,ap-2c98eab91c3a,psk,2427,4,-91,18,2026-09-22T19:26:41-03:00,6,,2026-09-22T19:26:41-03:00,2026-09-22T19:27:06-03:00,Río Negro y Santiago Gadea,Carlos María Solari y Santiago Gadea,0.166,-33.522394,-58.218104,-33.522240,-58.218211,13,Río Negro y Santiago Gadea,Carlos María Solari y Santiago Gadea,0.339,0.109,yes
,ap-0a337e92b337,psk,2442,7,-83,34,2026-09-22T19:26:46-03:00,6,,2026-09-22T19:26:46-03:00,2026-09-22T19:27:11-03:00,Río Negro y Santiago Gadea,Carlos María Solari y Santiago Gadea,0.203,-33.522361,-58.218127,-33.522180,-58.218253,12,Río Negro y Santiago Gadea,Carlos María Solari y Santiago Gadea,0.406,0.109,yes
,ap-7c09dfda5487,psk,2447,8,-91,18,2026-09-22T19:26:52-03:00,7,,2026-09-22T19:26:52-03:00,2026-09-22T19:27:21-03:00,Río Negro y Santiago Gadea,Carlos María Solari y Santiago Gadea,0.320,-33.522257,-58.218200,-33.522091,-58.218315,12,Río Negro y Santiago Gadea,Carlos María Solari y Santiago Gadea,0.505,0.102,yes
,ap-0c79d62d72df,psk,,,-63,74,2026-09-22T19:26:56-03:00,37,,2026-09-22T19:26:11-03:00,2026-09-22T19:29:38-03:00,Río Negro y Santiago Gadea,Carlos María Solari y Santiago Gadea,0.370,-33.522212,-58.218231,-33.521854,-58.218485,46,Río Negro y Santiago Gadea,Carlos María Solari y Santiago Gadea,0.544,0.179,
,ap-818a0eec0033,psk,,,-55,90,2026-09-22T19:26:56-03:00,26,,2026-09-22T19:26:16-03:00,2026-09-22T19:28:36-03:00,Río Negro y Santiago Gadea,Carlos María Solari y Santiago Gadea,0.370,-33.522212,-58.218231,-33.522111,-58.218304,31,Río Negro y Santiago Gadea,Carlos María Solari y Santiago Gadea,0.394,0.187,
,ap-99cee826a1e2,psk,,,-55,90,2026-09-22T19:26:56-03:00,12,,2026-09-22T19:26:41-03:00,2026-09-22T19:27:36-03:00,Río Negro y Santiago Gadea,Carlos María Solari y Santiago Gadea,0.370,-33.522212,-58.218231,-33.522145,-58.218277,17,Río Negro y Santiago Gadea,Carlos María Solari y Santiago Gadea,0.445,0.143,yes
,ap-5c8a3670b690,psk,2447,8,-63,74,2026-09-22T19:26:56-03:00,14,,2026-09-22T19:26:52-03:00,2026-09-22T19:27:56-03:00,Río Negro y Santiago Gadea,Carlos María Solari y Santiago Gadea,0.370,-33.522212,-58.218231,-33.521979,-58.218393,21,Río Negro y Santiago Gadea,Carlos María Solari y Santiago Gadea,0.587,0.146,yes
,ap-8a4ecb1c7499,psk,,,-63,74,2026-09-22T19:26:56-03:00,10,,2026-09-22T19:26:52-03:00,2026-09-22T19:27:36-03:00,Río Negro y Santiago Gadea,Carlos María Solari y Santiago Gadea,0.370,-33.522212,-58.218231,-33.522040,-58.218351,14,Río Negro y Santiago Gadea,Carlos María Solari y Santiago Gadea,0.562,0.122,yes
,ap-5f741b1998f7,psk,2417,2,-84,32,2026-09-22T19:26:56-03:00,7,,2026-09-22T19:26:56-03:00,2026-09-22T19:27:26-03:00,Río Negro y Santiago Gadea,Carlos María Solari y Santiago Gadea,0.370,-33.522212,-58.218231,-33.522051,-58.218343,13,Río Negro y Santiago Gadea,Carlos María Solari y Santiago Gadea,0.549,0.112,yes
,ap-f037833774c0,psk,,,-88,24,2026-09-22T19:26:56-03:00,6,,2026-09-22T19:26:56-03:00,2026-09-22T19:27:21-03:00,Río Negro y Santiago Gadea,Carlos María Solari y Santiago Gadea,0.370,-33.522212,-58.218231,-33.522064,-58.218334,10,Río Negro y Santiago Gadea,Carlos María Solari y Santiago Gadea,0.536,0.088,yes
,ap-05d305e06bd8,psk,,,-65,70,2026-09-22T19:27:11-03:00,34,,2026-09-22T19:16:34-03:00,2026-09-22T19:28:51-03:00,Río Negro y Santiago Gadea,Carlos María Solari y Santiago Gadea,0.570,-33.522033,-58.218356,-33.521797,-58.218551,36,Río Negro y Santiago Gadea,Carlos María Solari y Santiago Gadea,0.620,0.130,yes
,ap-8d980a1b282c,open,2412,1,-68,64,2026-09-22T19:27:17-03:00,10,,2026-09-22T19:27:11-03:00,2026-09-22T19:27:56-03:00,Río Negro y Santiago Gadea,Carlos María Solari y Santiago Gadea,0.624,-33.521984,-58.218389,-33.521840,-58.218489,17,Río Negro y Santiago Gadea,Carlos María Solari y Santiago Gadea,0.715,0.094,yes
,ap-74425a985e3f,psk,,,-69,62,2026-09-22T19:27:26-03:00,19,,2026-09-22T19:16:34-03:00,2026-09-22T19:28:11-03:00,Río Negro y Santiago Gadea,Carlos María Solari y Santiago Gadea,0.759,-33.521863,-58.218473,-33.521723,-58.218630,21,Río Negro y Santiago Gadea,Carlos María Solari y Santiago Gadea,0.776,0.078,yes
,ap-be08cac2de24,psk,,,-62,76,2026-09-22T19:27:31-03:00,56,,2026-09-22T19:15:40-03:00,2026-09-22T19:30:22-03:00,Río Negro y Santiago Gadea,Carlos María Solari y Santiago Gadea,0.795,-33.521831,-58.218496,-33.521487,-58.218805,51,"Treinta y Tres Orientales, Santiago Gadea",Carlos María Solari y Santiago Gadea,0.576,0.246,yes
,ap-6d8d5c5a30cc,psk,,,-65,70,2026-09-22T19:27:31-03:00,27,,2026-09-22T19:16:34-03:00,2026-09-22T19:28:41-03:00,Río Negro y Santiago Gadea,Carlos María Solari y Santiago Gadea,0.795,-33.521831,-58.218496,-33.521684,-58.218764,27,Carlos María Solari y Santiago Gadea,Carlos María Solari y José Bonifacio Redruello,0.357,0.174,yes
,ap-c17d239509b9,psk,,,-65,70,2026-09-22T19:27:31-03:00,26,,2026-09-22T19:16:36-03:00,2026-09-22T19:28:26-03:00,Río Negro y Santiago Gadea,Carlos María Solari y Santiago Gadea,0.795,-33.521831,-58.218496,-33.521749,-58.218736,27,Río Negro y Santiago Gadea,Carlos María Solari y Santiago Gadea,0.786,0.073,yes
,ap-595c5d64be25,psk,,,-92,16,2026-09-22T19:27:42-03:00,12,,2026-09-22T19:26:11-03:00,2026-09-22T19:28:07-03:00,Río Negro y Santiago Gadea,Carlos María Solari y Santiago Gadea,0.987,-33.521660,-58.218615,-33.521979,-58.218429,60,"Treinta y Tres Orientales, Santiago Gadea",Carlos María Solari y Santiago Gadea,0.865,0.048,yes
,ap-0446c034d237,psk,,,-85,30,2026-09-22T19:27:46-03:00,18,,2026-09-22T19:16:34-03:00,2026-09-22T19:28:11-03:00,Carlos María Solari y Santiago Gadea,"Treinta y Tres Orientales, Santiago Gadea",0.043,-33.521615,-58.218646,-33.521712,-58.218875,25,Carlos María Solari y Santiago Gadea,Carlos María Solari y José Bonifacio Redruello,0.407,0.226,yes
,ap-4ea2ca00f41c,psk,2442,7,-62,76,2026-09-22T19:27:51-03:00,41,,2026-09-22T19:16:14-03:00,2026-09-22T19:28:41-03:00,Carlos María Solari y Santiago Gadea,"Treinta y Tres Orientales, Santiago Gadea",0.108,-33.521565,-58.218681,-33.521718,-58.218948,37,Carlos María Solari y Santiago Gadea,Carlos María Solari y José Bonifacio Redruello,0.394,0.212,
,ap-aabe26a592be,psk,,,-87,26,2026-09-22T19:27:51-03:00,13,,2026-09-22T19:16:34-03:00,2026-09-22T19:28:16-03:00,Carlos María Solari y Santiago Gadea,"Treinta y Tres Orientales, Santiago Gadea",0.108,-33.521565,-58.218681,-33.521623,-58.218782,16,Carlos María Solari y Santiago Gadea,Carlos María Solari y José Bonifacio Redruello,0.232,0.077,yes
,ap-4922bb93e21a,psk,2472,13,-88,24,2026-09-22T19:28:16-03:00,7,,2026-09-22T19:28:16-03:00,2026-09-22T19:28:46-03:00,Carlos María Solari y Santiago Gadea,"Treinta y Tres Orientales, Santiago Gadea",0.333,-33.521391,-58.218802,-33.521198,-58.218938,14,"Treinta y Tres Orientales, Santiago Gadea",Carlos María Solari y Santiago Gadea,0.416,0.142,yes
,ap-98f22d0f0814,psk,2457,10,-47,100,2026-09-22T19:28:21-03:00,53,,2026-09-22T19:15:19-03:00,2026-09-22T19:29:52-03:00,Carlos María Solari y Santiago Gadea,"Treinta y Tres Orientales, Santiago Gadea",0.434,-33.521314,-58.218857,-33.521272,-58.218916,25,"Treinta y Tres Orientales, Santiago Gadea",Carlos María Solari y Santiago Gadea,0.492,0.133,
,ap-b6dc2fefc454,psk,,,-52,96,2026-09-22T19:28:21-03:00,27,,2026-09-22T19:15:49-03:00,2026-09-22T19:29:01-03:00,Carlos María Solari y Santiago Gadea,"Treinta y Tres Orientales, Santiago Gadea",0.434,-33.521314,-58.218857,-33.521287,-58.218909,20,"Treinta y Tres Orientales, Santiago Gadea",Carlos María Solari y Santiago Gadea,0.496,0.127,
,ap-0c9acc079613,psk,2417,2,-71,58,2026-09-22T19:28:21-03:00,18,,2026-09-22T19:15:54-03:00,2026-09-22T19:28:51-03:00,Carlos María Solari y Santiago Gadea,"Treinta y Tres Orientales, Santiago Gadea",0.434,-33.521314,-58.218857,-33.521298,-58.218890,21,"Treinta y Tres Orientales, Santiago Gadea",Carlos María Solari y Santiago Gadea,0.466,0.157,yes
,ap-cdab6a601c39,psk,,,-80,40,2026-09-22T19:28:21-03:00,44,,2026-09-22T19:15:59-03:00,2026-09-22T19:29:52-03:00,Carlos María Solari y Santiago Gadea,"Treinta y Tres Orientales, Santiago Gadea",0.434,-33.521314,-58.218857,-33.521436,-58.219211,69,"Treinta y Tres Orientales, Santiago Gadea",Carlos María Solari y Santiago Gadea,0.480,0.158,yes
,ap-4ce4c3875c7c,psk,2457,10,-59,82,2026-09-22T19:28:51-03:00,34,,2026-09-22T19:15:10-03:00,2026-09-22T19:29:52-03:00,Carlos María Solari y Santiago Gadea,"Treinta y Tres Orientales, Santiago Gadea",0.971,-33.520899,-58.219146,-33.520968,-58.219107,26,"Treinta y Tres Orientales, Santiago Gadea",Carlos María Solari y Santiago Gadea,0.247,0.183,
,ap-4e9a889cbe54,psk,,,-59,82,2026-09-22T19:28:51-03:00,29,,2026-09-22T19:15:15-03:00,2026-09-22T19:29:52-03:00,Carlos María Solari y Santiago Gadea,"Treinta y Tres Orientales, Santiago Gadea",0.971,-33.520899,-58.219146,-33.520926,-58.219132,21,"Treinta y Tres Orientales, Santiago Gadea",Carlos María Solari y Santiago Gadea,0.202,0.140,
,ap-deab10e4d85e,psk,,,-83,34,2026-09-22T19:28:51-03:00,8,,2026-09-22T19:28:51-03:00,2026-09-22T19:29:27-03:00,Carlos María Solari y Santiago Gadea,"Treinta y Tres Orientales, Santiago Gadea",0.971,-33.520899,-58.219146,-33.520740,-58.219257,11,"Treinta y Tres Orientales, Santiago Gadea",Juan Zorrilla de San Martín y Santiago Gadea,0.214,0.107,yes
,ap-2af24e9eb12f,psk,,,-83,34,2026-09-22T19:28:51-03:00,9,,2026-09-22T19:28:51-03:00,2026-09-22T19:29:32-03:00,Carlos María Solari y Santiago Gadea,"Treinta y Tres Orientales, Santiago Gadea",0.971,-33.520899,-58.219146,-33.520714,-58.219275,14,"Treinta y Tres Orientales, Santiago Gadea",Juan Zorrilla de San Martín y Santiago Gadea,0.250,0.139,yes
,ap-38760b71a8fc,psk,2462,11,-64,72,2026-09-22T19:28:57-03:00,52,,2026-09-22T19:04:34-03:00,2026-09-22T19:30:57-03:00,"Treinta y Tres Orientales, Santiago Gadea",Juan Zorrilla de San Martín y Santiago Gadea,0.061,-33.520831,-58.219193,-33.520771,-58.219329,42,"Treinta y Tres Orientales, Santiago Gadea",Juan Zorrilla de San Martín y Santiago Gadea,0.288,0.218,yes
,ap-622860715858,psk,,,-64,72,2026-09-22T19:28:57-03:00,25,,2026-09-22T19:15:19-03:00,2026-09-22T19:29:52-03:00,"Treinta y Tres Orientales, Santiago Gadea",Juan Zorrilla de San Martín y Santiago Gadea,0.061,-33.520831,-58.219193,-33.520845,-58.219185,24,"Treinta y Tres Orientales, Santiago Gadea",Juan Zorrilla de San Martín y Santiago Gadea,0.275,0.203,
,ap-a8e56086ff57,psk,,,-64,72,2026-09-22T19:28:57-03:00,7,,2026-09-22T19:28:57-03:00,2026-09-22T19:29:27-03:00,"Treinta y Tres Orientales, Santiago Gadea",Juan Zorrilla de San Martín y Santiago Gadea,0.061,-33.520831,-58.219193,-33.520755,-58.219246,8,"Treinta y Tres Orientales, Santiago Gadea",Juan Zorrilla de San Martín y Santiago Gadea,0.161,0.082,yes
,ap-259a3f7e65af,psk,2427,4,-73,54,2026-09-22T19:29:01-03:00,14,,2026-09-22T19:15:44-03:00,2026-09-22T19:29:38-03:00,"Treinta y Tres Orientales, Santiago Gadea",Juan Zorrilla de San Martín y Santiago Gadea,0.111,-33.520793,-58.219220,-33.520852,-58.219178,30,"Treinta y Tres Orientales, Santiago Gadea",Juan Zorrilla de San Martín y Santiago Gadea,0.274,0.152,yes
,ap-ac821a851d7d,psk,5805,161,-75,50,2026-09-22T19:29:25-03:00,10,,2026-09-22T19:29:25-03:00,2026-09-22T19:30:07-03:00,"Treinta y Tres Orientales, Santiago Gadea",Juan Zorrilla de San Martín y Santiago Gadea,0.399,-33.520575,-58.219372,-33.520403,-58.219505,19,"Treinta y Tres Orientales, Santiago Gadea",Juan Zorrilla de San Martín y Santiago Gadea,0.570,0.150,yes
,ap-03e10342617e,psk,,,-77,46,2026-09-22T19:29:27-03:00,10,,2026-09-22T19:29:25-03:00,2026-09-22T19:30:07-03:00,"Treinta y Tres Orientales, Santiago Gadea",Juan Zorrilla de San Martín y Santiago Gadea,0.421,-33.520558,-58.219383,-33.520390,-58.219515,19,"Treinta y Tres Orientales, Santiago Gadea",Juan Zorrilla de San Martín y Santiago Gadea,0.585,0.150,yes
,ap-6360d17d4381,psk,2442,7,-62,76,2026-09-22T19:29:32-03:00,24,,2026-09-22T19:04:34-03:00,2026-09-22T19:30:32-03:00,"Treinta y Tres Orientales, Santiago Gadea",Juan Zorrilla de San Martín y Santiago Gadea,0.509,-33.520491,-58.219430,-33.520333,-58.219684,25,"Treinta y Tres Orientales, Santiago Gadea",Juan Zorrilla de San Martín y Santiago Gadea,0.632,0.123,yes
,ap-66db4c2bfad5,psk,,,-69,62,2026-09-22T19:29:38-03:00,27,,2026-09-22T19:04:34-03:00,2026-09-22T19:30:22-03:00,"Treinta y Tres Orientales, Santiago Gadea",Juan Zorrilla de San Martín y Santiago Gadea,0.582,-33.520436,-58.219468,-33.520483,-58.219520,38,"Treinta y Tres Orientales, Santiago Gadea",Juan Zorrilla de San Martín y Santiago Gadea,0.583,0.116,
,ap-54f063f02796,psk,,,-78,44,2026-09-22T19:29:38-03:00,22,,2026-09-22T19:04:34-03:00,2026-09-22T19:30:28-03:00,"Treinta y Tres Orientales, Santiago Gadea",Juan Zorrilla de San Martín y Santiago Gadea,0.582,-33.520436,-58.219468,-33.520281,-58.219784,23,Juan Zorrilla de San Martín y Santiago Gadea,Juan Zorrilla de San Martín y José Bonifacio Redruello,0.295,0.178,yes
,ap-cbc0b4a964d8,psk,,,-78,44,2026-09-22T19:29:38-03:00,7,,2026-09-22T19:29:38-03:00,2026-09-22T19:30:07-03:00,"Treinta y Tres Orientales, Santiago Gadea",Juan Zorrilla de San Martín y Santiago Gadea,0.582,-33.520436,-58.219468,-33.520283,-58.219599,14,"Treinta y Tres Orientales, Santiago Gadea",Juan Zorrilla de San Martín y Santiago Gadea,0.729,0.105,yes
,ap-5a75944bb2e0,psk,2452,9,-59,82,2026-09-22T19:29:42-03:00,32,,2026-09-22T19:04:34-03:00,2026-09-22T19:30:37-03:00,"Treinta y Tres Orientales, Santiago Gadea",Juan Zorrilla de San Martín y Santiago Gadea,0.658,-33.520379,-58.219508,-33.520454,-58.219551,38,"Treinta y Tres Orientales, Santiago Gadea",Juan Zorrilla de San Martín y Santiago Gadea,0.663,0.118,
,ap-dc90f0fe3d35,psk,,,-62,76,2026-09-22T19:29:42-03:00,23,,2026-09-22T19:04:34-03:00,2026-09-22T19:30:37-03:00,"Treinta y Tres Orientales, Santiago Gadea",Juan Zorrilla de San Martín y Santiago Gadea,0.658,-33.520379,-58.219508,-33.520324,-58.219680,25,"Treinta y Tres Orientales, Santiago Gadea",Juan Zorrilla de San Martín y Santiago Gadea,0.626,0.120,yes
,ap-0a0c02515566,psk,,,-77,46,2026-09-22T19:29:42-03:00,22,,2026-09-22T19:04:34-03:00,2026-09-22T19:30:17-03:00,"Treinta y Tres Orientales, Santiago Gadea",Juan Zorrilla de San Martín y Santiago Gadea,0.658,-33.520379,-58.219508,-33.520321,-58.219667,25,"Treinta y Tres Orientales, Santiago Gadea",Juan Zorrilla de San Martín y Santiago Gadea,0.597,0.173,yes
,ap-afe7496188a8,psk,2457,10,-78,44,2026-09-22T19:29:47-03:00,28,,2026-09-22T19:04:34-03:00,2026-09-22T19:30:47-03:00,"Treinta y Tres Orientales, Santiago Gadea",Juan Zorrilla de San Martín y Santiago Gadea,0.754,-33.520305,-58.219559,-33.520289,-58.219975,26,Juan Zorrilla de San Martín y Santiago Gadea,Juan Zorrilla de San Martín y José Bonifacio Redruello,0.352,0.214,yes
,ap-5650eff61ecb,psk,,,-78,44,2026-09-22T19:29:47-03:00,16,,2026-09-22T19:04:39-03:00,2026-09-22T19:30:32-03:00,"Treinta y Tres Orientales, Santiago Gadea",Juan Zorrilla de San Martín y Santiago Gadea,0.754,-33.520305,-58.219559,-33.520233,-58.219837,15,Juan Zorrilla de San Martín y Santiago Gadea,Juan Zorrilla de San Martín y José Bonifacio Redruello,0.244,0.113,yes
,ap-a449fa4c9064,psk,2457,10,-78,44,2026-09-22T19:29:47-03:00,8,,2026-09-22T19:29:47-03:00,2026-09-22T19:30:22-03:00,"Treinta y Tres Orientales, Santiago Gadea",Juan Zorrilla de San Martín y Santiago Gadea,0.754,-33.520305,-58.219559,-33.520227,-58.219758,15,Juan Zorrilla de San Martín y Santiago Gadea,Juan Zorrilla de San Martín y José Bonifacio Redruello,0.205,0.098,yes
,ap-4cc93cb99de9,psk,2417,2,-73,54,2026-09-22T19:30:03-03:00,17,,2026-09-22T19:04:34-03:00,2026-09-22T19:30:37-03:00,Juan Zorrilla de San Martín y Santiago Gadea,Juan Zorrilla de San Martín y José Bonifacio Redruello,0.060,-33.520146,-58.219741,-33.520230,-58.219894,14,Juan Zorrilla de San Martín y Santiago Gadea,Juan Zorrilla de San Martín y José Bonifacio Redruello,0.250,0.134,yes
,ap-ce99b11b4912,psk,2457,10,-72,56,2026-09-22T19:30:03-03:00,27,,2026-09-22T19:04:34-03:00,2026-09-22T19:30:47-03:00,Juan Zorrilla de San Martín y Santiago Gadea,Juan Zorrilla de San Martín y José Bonifacio Redruello,0.060,-33.520146,-58.219741,-33.520378,-58.219848,39,Juan Zorrilla de San Martín y Santiago Gadea,Juan Zorrilla de San Martín y José Bonifacio Redruello,0.323,0.193,
,ap-588d7da2b6f5,psk,,,-65,70,2026-09-22T19:30:12-03:00,20,,2026-09-22T19:04:34-03:00,2026-09-22T19:30:53-03:00,Juan Zorrilla de San Martín y Santiago Gadea,Juan Zorrilla de San Martín y José Bonifacio Redruello,0.259,-33.520234,-58.219921,-33.520290,-58.220035,15,Juan Zorrilla de San Martín y Santiago Gadea,Juan Zorrilla de San Martín y José Bonifacio Redruello,0.386,0.158,yes
,ap-b1f6433770aa,psk,2427,4,-65,70,2026-09-22T19:30:12-03:00,39,,2026-09-22T19:04:34-03:00,2026-09-22T19:31:22-03:00,Juan Zorrilla de San Martín y Santiago Gadea,Juan Zorrilla de San Martín y José Bonifacio Redruello,0.259,-33.520234,-58.219921,-33.520363,-58.220166,30,Juan Zorrilla de San Martín y Santiago Gadea,Juan Zorrilla de San Martín y José Bonifacio Redruello,0.428,0.208,yes
,ap-b8c63152ce0b,psk,,,-84,32,2026-09-22T19:30:12-03:00,36,,2026-09-22T19:04:34-03:00,2026-09-22T19:31:27-03:00,Juan Zorrilla de San Martín y Santiago Gadea,Juan Zorrilla de San Martín y José Bonifacio Redruello,0.259,-33.520234,-58.219921,-33.520357,-58.220106,31,Juan Zorrilla de San Martín y Santiago Gadea,Juan Zorrilla de San Martín y José Bonifacio Redruello,0.472,0.258,yes
,ap-252af1e4451d,psk,,,-54,92,2026-09-22T19:30:22-03:00,51,,2026-09-22T19:04:34-03:00,2026-09-22T19:31:32-03:00,Juan Zorrilla de San Martín y Santiago Gadea,Juan Zorrilla de San Martín y José Bonifacio Redruello,0.321,-33.520261,-58.219976,-33.520425,-58.220204,35,Juan Zorrilla de San Martín y Santiago Gadea,Juan Zorrilla de San Martín y José Bonifacio Redruello,0.449,0.198,
,ap-75b9c3cc3450,psk,,,-54,92,2026-09-22T19:30:22-03:00,30,,2026-09-22T19:04:39-03:00,2026-09-22T19:31:22-03:00,Juan Zorrilla de San Martín y Santiago Gadea,Juan Zorrilla de San Martín y José Bonifacio Redruello,0.321,-33.520261,-58.219976,-33.520361,-58.220159,24,Juan Zorrilla de San Martín y Santiago Gadea,Juan Zorrilla de San Martín y José Bonifacio Redruello,0.465,0.200,yes
