ssid,bssid,security,frequency_mhz,channel,best_signal_dbm,best_signal_percent,best_seen,seen,connected,first_seen,last_seen,from,to,fraction,lat,lon,estimated_lat,estimated_lon,spread_m,estimated_from,estimated_to,estimated_fraction,estimated_spread,barely_pinned
,ap-55808f26cd72,psk,,,-88,24,2026-09-22T19:04:34-03:00,5,,2026-09-22T19:04:34-03:00,2026-09-22T19:04:54-03:00,Juan Zorrilla de San Martín y Santiago Gadea,Juan Zorrilla de San Martín y José Bonifacio Redruello,0.056,-33.520144,-58.219738,-33.520185,-58.219821,4,Juan Zorrilla de San Martín y Santiago Gadea,Juan Zorrilla de San Martín y José Bonifacio Redruello,0.148,0.045,yes
,ap-ee0277dfef0d,psk,,,-59,82,2026-09-22T19:04:59-03:00,39,,2026-09-22T19:04:34-03:00,2026-09-22T19:31:37-03:00,Juan Zorrilla de San Martín y Santiago Gadea,Juan Zorrilla de San Martín y José Bonifacio Redruello,0.345,-33.520272,-58.219998,-33.520402,-58.220224,23,Juan Zorrilla de San Martín y Santiago Gadea,Juan Zorrilla de San Martín y José Bonifacio Redruello,0.511,0.162,
,ap-3e2c502c4338,psk,,,-58,84,2026-09-22T19:04:59-03:00,35,,2026-09-22T19:04:34-03:00,2026-09-22T19:31:18-03:00,Juan Zorrilla de San Martín y Santiago Gadea,Juan Zorrilla de San Martín y José Bonifacio Redruello,0.345,-33.520272,-58.219998,-33.520378,-58.220204,25,Juan Zorrilla de San Martín y Santiago Gadea,Juan Zorrilla de San Martín y José Bonifacio Redruello,0.486,0.198,yes
,ap-f7886b3f7bab,psk,,,-58,84,2026-09-22T19:04:59-03:00,23,,2026-09-22T19:04:34-03:00,2026-09-22T19:30:57-03:00,Juan Zorrilla de San Martín y Santiago Gadea,Juan Zorrilla de San Martín y José Bonifacio Redruello,0.345,-33.520272,-58.219998,-33.520346,-58.220149,19,Juan Zorrilla de San Martín y Santiago Gadea,Juan Zorrilla de San Martín y José Bonifacio Redruello,0.513,0.193,yes
,ap-42781ef0ec62,psk,,,-58,84,2026-09-22T19:04:59-03:00,23,,2026-09-22T19:04:49-03:00,2026-09-22T19:31:07-03:00,Juan Zorrilla de San Martín y Santiago Gadea,Juan Zorrilla de San Martín y José Bonifacio Redruello,0.345,-33.520272,-58.219998,-33.520356,-58.220168,19,Juan Zorrilla de San Martín y Santiago Gadea,Juan Zorrilla de San Martín y José Bonifacio Redruello,0.515,0.184,yes
,ap-ef7189c3dc3d,psk,2447,8,-86,28,2026-09-22T19:04:59-03:00,13,,2026-09-22T19:04:59-03:00,2026-09-22T19:30:57-03:00,Juan Zorrilla de San Martín y Santiago Gadea,Juan Zorrilla de San Martín y José Bonifacio Redruello,0.345,-33.520272,-58.219998,-33.520388,-58.220235,11,Juan Zorrilla de San Martín y Santiago Gadea,Juan Zorrilla de San Martín y José Bonifacio Redruello,0.608,0.118,yes
,ap-f4b5f5fb1c0c,psk,2422,3,-49,100,2026-09-22T19:05:05-03:00,44,,2026-09-22T19:04:34-03:00,2026-09-22T19:31:27-03:00,Juan Zorrilla de San Martín y Santiago Gadea,Juan Zorrilla de San Martín y José Bonifacio Redruello,0.440,-33.520314,-58.220083,-33.520393,-58.220222,29,Juan Zorrilla de San Martín y Santiago Gadea,Juan Zorrilla de San Martín y José Bonifacio Redruello,0.463,0.170,
,ap-35b68fb60a0c,psk,2417,2,-50,100,2026-09-22T19:05:11-03:00,63,,2026-09-22T19:04:34-03:00,2026-09-22T19:31:47-03:00,Juan Zorrilla de San Martín y Santiago Gadea,Juan Zorrilla de San Martín y José Bonifacio Redruello,0.554,-33.520364,-58.220186,-33.520488,-58.220368,41,Juan Zorrilla de San Martín y Santiago Gadea,Juan Zorrilla de San Martín y José Bonifacio Redruello,0.531,0.199,
,ap-9db1204a3f8a,psk,,,-60,80,2026-09-22T19:05:20-03:00,43,,2026-09-22T19:04:34-03:00,2026-09-22T19:31:32-03:00,Juan Zorrilla de San Martín y Santiago Gadea,Juan Zorrilla de San Martín y José Bonifacio Redruello,0.659,-33.520411,-58.220281,-33.520471,-58.220368,29,Juan Zorrilla de San Martín y Santiago Gadea,Juan Zorrilla de San Martín y José Bonifacio Redruello,0.591,0.183,
,ap-bcb1b8d50f03,psk,,,-60,80,2026-09-22T19:05:20-03:00,21,,2026-09-22T19:05:05-03:00,2026-09-22T19:31:18-03:00,Juan Zorrilla de San Martín y Santiago Gadea,Juan Zorrilla de San Martín y José Bonifacio Redruello,0.659,-33.520411,-58.220281,-33.520465,-58.220379,16,Juan Zorrilla de San Martín y Santiago Gadea,Juan Zorrilla de San Martín y José Bonifacio Redruello,0.698,0.113,yes
,ap-754447d69de1,psk,,,-69,62,2026-09-22T19:05:25-03:00,29,,2026-09-22T19:05:11-03:00,2026-09-22T19:31:37-03:00,Juan Zorrilla de San Martín y Santiago Gadea,Juan Zorrilla de San Martín y José Bonifacio Redruello,0.764,-33.520458,-58.220376,-33.520555,-58.220499,23,Juan Zorrilla de San Martín y Santiago Gadea,Juan Zorrilla de San Martín y José Bonifacio Redruello,0.768,0.103,yes
,ap-51560547dbec,psk,2437,6,-56,88,2026-09-22T19:05:30-03:00,56,,2026-09-22T19:04:34-03:00,2026-09-22T19:32:08-03:00,Juan Zorrilla de San Martín y Santiago Gadea,Juan Zorrilla de San Martín y José Bonifacio Redruello,0.916,-33.520525,-58.220513,-33.520601,-58.220547,39,Juan Zorrilla de San Martín y Santiago Gadea,Juan Zorrilla de San Martín y José Bonifacio Redruello,0.697,0.185,
,ap-555bb6513967,psk,,,-91,18,2026-09-22T19:05:30-03:00,6,,2026-09-22T19:05:30-03:00,2026-09-22T19:05:54-03:00,Juan Zorrilla de San Martín y Santiago Gadea,Juan Zorrilla de San Martín y José Bonifacio Redruello,0.916,-33.520525,-58.220513,-33.520574,-58.220611,8,Juan Zorrilla de San Martín y Santiago Gadea,Juan Zorrilla de San Martín y José Bonifacio Redruello,0.944,0.019,yes
,ap-56f02c29257b,psk,2452,9,-65,70,2026-09-22T19:05:50-03:00,44,,2026-09-22T19:05:25-03:00,2026-09-22T19:33:17-03:00,Juan Zorrilla de San Martín y José Bonifacio Redruello,Juan Zorrilla de San Martín y José Pedro Varela,0.090,-33.520604,-58.220672,-33.520907,-58.220396,50,Juan Zorrilla de San Martín y José Bonifacio Redruello,"Treinta y Tres Orientales, José Bonifacio Redruello",0.390,0.243,yes
,ap-aa95c18dc4ee,psk,,,-66,68,2026-09-22T19:05:50-03:00,23,,2026-09-22T19:05:40-03:00,2026-09-22T19:32:02-03:00,Juan Zorrilla de San Martín y José Bonifacio Redruello,Juan Zorrilla de San Martín y José Pedro Varela,0.090,-33.520604,-58.220672,-33.520717,-58.220605,24,Juan Zorrilla de San Martín y José Bonifacio Redruello,Juan Zorrilla de San Martín y José Pedro Varela,0.222,0.158,yes
,ap-09f36e4df16a,psk,,,-48,100,2026-09-22T19:06:04-03:00,61,,2026-09-22T19:05:25-03:00,2026-09-22T19:39:57-03:00,Juan Zorrilla de San Martín y José Bonifacio Redruello,Juan Zorrilla de San Martín y José Pedro Varela,0.359,-33.520729,-58.220921,-33.520919,-58.221113,52,Juan Zorrilla de San Martín y José Bonifacio Redruello,Juan Zorrilla de San Martín y José Pedro Varela,0.491,0.191,
,ap-eba8900b8d68,psk,,,-48,100,2026-09-22T19:06:04-03:00,21,,2026-09-22T19:05:54-03:00,2026-09-22T19:31:47-03:00,Juan Zorrilla de San Martín y José Bonifacio Redruello,Juan Zorrilla de San Martín y José Pedro Varela,0.359,-33.520729,-58.220921,-33.520804,-58.220901,28,Juan Zorrilla de San Martín y José Bonifacio Redruello,Juan Zorrilla de San Martín y José Pedro Varela,0.501,0.188,
,ap-6e66036e91e9,psk,2422,3,-75,50,2026-09-22T19:06:09-03:00,18,,2026-09-22T19:06:09-03:00,2026-09-22T19:31:47-03:00,Juan Zorrilla de San Martín y José Bonifacio Redruello,Juan Zorrilla de San Martín y José Pedro Varela,0.419,-33.520756,-58.220977,-33.520872,-58.221029,33,Juan Zorrilla de San Martín y José Bonifacio Redruello,Juan Zorrilla de San Martín y José Pedro Varela,0.644,0.161,yes
,ap-df06ae61aac6,psk,2457,10,-62,76,2026-09-22T19:06:14-03:00,34,,2026-09-22T19:05:54-03:00,2026-09-22T19:31:47-03:00,Juan Zorrilla de San Martín y José Bonifacio Redruello,Juan Zorrilla de San Martín y José Pedro Varela,0.440,-33.520766,-58.220996,-33.520894,-58.221143,38,Juan Zorrilla de San Martín y José Bonifacio Redruello,Juan Zorrilla de San Martín y José Pedro Varela,0.621,0.182,
,ap-1d8c9b0b6e9b,psk,,,-67,66,2026-09-22T19:06:14-03:00,12,,2026-09-22T19:06:04-03:00,2026-09-22T19:06:59-03:00,Juan Zorrilla de San Martín y José Bonifacio Redruello,Juan Zorrilla de San Martín y José Pedro Varela,0.440,-33.520766,-58.220996,-33.520860,-58.221183,20,Juan Zorrilla de San Martín y José Bonifacio Redruello,Juan Zorrilla de San Martín y José Pedro Varela,0.602,0.173,yes
,ap-b5a94a13d6c9,psk,,,-67,66,2026-09-22T19:06:14-03:00,34,,2026-09-22T19:06:04-03:00,2026-09-22T19:39:43-03:00,Juan Zorrilla de San Martín y José Bonifacio Redruello,Juan Zorrilla de San Martín y José Pedro Varela,0.440,-33.520766,-58.220996,-33.520929,-58.221208,46,Juan Zorrilla de San Martín y José Bonifacio Redruello,Juan Zorrilla de San Martín y José Pedro Varela,0.602,0.173,yes
,ap-9d84e7caaac8,psk,,,-63,74,2026-09-22T19:06:14-03:00,22,,2026-09-22T19:06:04-03:00,2026-09-22T19:31:37-03:00,Juan Zorrilla de San Martín y José Bonifacio Redruello,Juan Zorrilla de San Martín y José Pedro Varela,0.440,-33.520766,-58.220996,-33.520873,-58.221118,31,Juan Zorrilla de San Martín y José Bonifacio Redruello,Juan Zorrilla de San Martín y José Pedro Varela,0.640,0.171,
,ap-a4566ac438f0,psk,,,-76,48,2026-09-22T19:06:14-03:00,14,,2026-09-22T19:06:09-03:00,2026-09-22T19:31:47-03:00,Juan Zorrilla de San Martín y José Bonifacio Redruello,Juan Zorrilla de San Martín y José Pedro Varela,0.440,-33.520766,-58.220996,-33.520860,-58.220902,35,Juan Zorrilla de San Martín y José Bonifacio Redruello,Juan Zorrilla de San Martín y José Pedro Varela,0.626,0.174,yes
,ap-d2acef60e61d,psk,2452,9,-72,56,2026-09-22T19:06:25-03:00,39,,2026-09-22T19:06:19-03:00,2026-09-22T19:40:08-03:00,Juan Zorrilla de San Martín y José Bonifacio Redruello,Juan Zorrilla de San Martín y José Pedro Varela,0.670,-33.520873,-58.221210,-33.521097,-58.221599,44,Juan Zorrilla de San Martín y José Pedro Varela,Juan Zorrilla de San Martín y Carlos P. Puig,0.400,0.198,yes
,ap-fb4beeb0ceed,open,,,-66,68,2026-09-22T19:06:29-03:00,47,,2026-09-22T19:04:59-03:00,2026-09-22T19:40:08-03:00,Juan Zorrilla de San Martín y José Bonifacio Redruello,Juan Zorrilla de San Martín y José Pedro Varela,0.795,-33.520931,-58.221325,-33.520985,-58.221369,41,Juan Zorrilla de San Martín y José Bonifacio Redruello,Juan Zorrilla de San Martín y José Pedro Varela,0.744,0.129,
,ap-99cb8e4c526f,psk,,,-72,56,2026-09-22T19:06:29-03:00,9,,2026-09-22T19:06:19-03:00,2026-09-22T19:06:59-03:00,Juan Zorrilla de San Martín y José Bonifacio Redruello,Juan Zorrilla de San Martín y José Pedro Varela,0.795,-33.520931,-58.221325,-33.520930,-58.221325,13,Juan Zorrilla de San Martín y José Bonifacio Redruello,Juan Zorrilla de San Martín y José Pedro Varela,0.749,0.112,yes
,ap-5911b070003b,psk,2427,4,-59,82,2026-09-22T19:06:29-03:00,37,,2026-09-22T19:06:25-03:00,2026-09-22T19:39:39-03:00,Juan Zorrilla de San Martín y José Bonifacio Redruello,Juan Zorrilla de San Martín y José Pedro Varela,0.795,-33.520931,-58.221325,-33.521126,-58.221344,42,Juan Zorrilla de San Martín y José Bonifacio Redruello,Juan Zorrilla de San Martín y José Pedro Varela,0.843,0.061,
,ap-fd0b688b8b33,psk,,,-59,82,2026-09-22T19:06:29-03:00,35,,2026-09-22T19:06:29-03:00,2026-09-22T19:39:28-03:00,Juan Zorrilla de San Martín y José Bonifacio Redruello,Juan Zorrilla de San Martín y José Pedro Varela,0.795,-33.520931,-58.221325,-33.521113,-58.221348,39,Juan Zorrilla de San Martín y José Bonifacio Redruello,Juan Zorrilla de San Martín y José Pedro Varela,0.860,0.050,
,ap-145c6ae16c64,psk,2427,4,-67,66,2026-09-22T19:06:39-03:00,37,,2026-09-22T19:06:25-03:00,2026-09-22T19:40:08-03:00,Juan Zorrilla de San Martín y José Bonifacio Redruello,Juan Zorrilla de San Martín y José Pedro Varela,0.852,-33.520957,-58.221379,-33.521178,-58.221787,31,Juan Zorrilla de San Martín y José Pedro Varela,Juan Zorrilla de San Martín y Carlos P. Puig,0.371,0.230,yes
,ap-f0e17968b069,psk,2447,8,-63,74,2026-09-22T19:06:44-03:00,57,,2026-09-22T19:04:34-03:00,2026-09-22T19:39:57-03:00,Juan Zorrilla de San Martín y José Bonifacio Redruello,Juan Zorrilla de San Martín y José Pedro Varela,0.889,-33.520974,-58.221413,-33.521049,-58.221495,53,Juan Zorrilla de San Martín y José Pedro Varela,Juan Zorrilla de San Martín y Carlos P. Puig,0.386,0.204,
,ap-d13af81a23b1,psk,,,-63,74,2026-09-22T19:06:44-03:00,39,,2026-09-22T19:06:19-03:00,2026-09-22T19:39:43-03:00,Juan Zorrilla de San Martín y José Bonifacio Redruello,Juan Zorrilla de San Martín y José Pedro Varela,0.889,-33.520974,-58.221413,-33.521068,-58.221410,44,Juan Zorrilla de San Martín y José Pedro Varela,Juan Zorrilla de San Martín y Carlos P. Puig,0.309,0.150,yes
,ap-c2ab5149d656,psk,,,-91,18,2026-09-22T19:06:59-03:00,6,,2026-09-22T19:06:59-03:00,2026-09-22T19:07:25-03:00,Juan Zorrilla de San Martín y José Pedro Varela,Juan Zorrilla de San Martín y Carlos P. Puig,0.077,-33.521062,-58.221587,-33.521135,-58.221731,8,Juan Zorrilla de San Martín y José Pedro Varela,Juan Zorrilla de San Martín y Carlos P. Puig,0.232,0.084,yes
,ap-aae1511e392d,psk,2412,1,-72,56,2026-09-22T19:07:04-03:00,32,,2026-09-22T19:06:29-03:00,2026-09-22T19:39:46-03:00,Juan Zorrilla de San Martín y José Pedro Varela,Juan Zorrilla de San Martín y Carlos P. Puig,0.143,-33.521093,-58.221649,-33.521193,-58.221844,24,Juan Zorrilla de San Martín y José Pedro Varela,Juan Zorrilla de San Martín y Carlos P. Puig,0.379,0.197,yes
,ap-8b83a5b74852,psk,2442,7,-49,100,2026-09-22T19:07:34-03:00,24,,2026-09-22T19:07:19-03:00,2026-09-22T19:40:12-03:00,Juan Zorrilla de San Martín y José Pedro Varela,Juan Zorrilla de San Martín y Carlos P. Puig,0.451,-33.521238,-58.221934,-33.521360,-58.222108,22,Juan Zorrilla de San Martín y José Pedro Varela,Juan Zorrilla de San Martín y Carlos P. Puig,0.571,0.134,yes
,ap-20bf24275d66,psk,,,-65,70,2026-09-22T19:07:34-03:00,33,,2026-09-22T19:07:19-03:00,2026-09-22T19:40:24-03:00,Juan Zorrilla de San Martín y José Pedro Varela,Juan Zorrilla de San Martín y Carlos P. Puig,0.451,-33.521238,-58.221934,-33.521412,-58.222197,32,Juan Zorrilla de San Martín y José Pedro Varela,Juan Zorrilla de San Martín y Carlos P. Puig,0.571,0.147,yes
,ap-2d5a15f80e5e,psk,2422,3,-52,96,2026-09-22T19:07:59-03:00,67,,2026-09-22T19:07:25-03:00,2026-09-22T19:47:42-03:00,Juan Zorrilla de San Martín y José Pedro Varela,Juan Zorrilla de San Martín y Carlos P. Puig,0.943,-33.521471,-58.222388,-33.521755,-58.222527,55,Juan Zorrilla de San Martín y José Pedro Varela,Juan Zorrilla de San Martín y Carlos P. Puig,0.734,0.169,yes
,ap-548f545f59d7,psk,2462,11,-67,66,2026-09-22T19:08:04-03:00,58,,2026-09-22T19:07:44-03:00,2026-09-22T19:41:21-03:00,Juan Zorrilla de San Martín y Carlos P. Puig,Juan Zorrilla de San Martín y Grito de Asencio,0.012,-33.521504,-58.222452,-33.521895,-58.222583,59,Juan Zorrilla de San Martín y Carlos P. Puig,Juan Zorrilla de San Martín y Grito de Asencio,0.366,0.236,yes
,ap-85669e857337,psk,,,-68,64,2026-09-22T19:08:14-03:00,36,,2026-09-22T19:07:55-03:00,2026-09-22T19:47:17-03:00,Juan Zorrilla de San Martín y Carlos P. Puig,Juan Zorrilla de San Martín y Grito de Asencio,0.145,-33.521571,-58.222587,-33.521932,-58.222666,55,Juan Zorrilla de San Martín y Carlos P. Puig,Juan Zorrilla de San Martín y Grito de Asencio,0.304,0.190,yes
,ap-89216d946f86,psk,2417,2,-83,34,2026-09-22T19:08:39-03:00,8,,2026-09-22T19:08:39-03:00,2026-09-22T19:09:14-03:00,Juan Zorrilla de San Martín y Carlos P. Puig,Juan Zorrilla de San Martín y Grito de Asencio,0.488,-33.521743,-58.222935,-33.521838,-58.223130,12,Juan Zorrilla de San Martín y Carlos P. Puig,Juan Zorrilla de San Martín y Grito de Asencio,0.680,0.110,yes
,ap-909f805b9104,psk,2472,13,-79,42,2026-09-22T19:08:54-03:00,53,,2026-09-22T19:08:20-03:00,2026-09-22T19:47:47-03:00,Juan Zorrilla de San Martín y Carlos P. Puig,Juan Zorrilla de San Martín y Grito de Asencio,0.658,-33.521828,-58.223108,-33.522099,-58.222811,60,Juan Zorrilla de San Martín y Carlos P. Puig,Juan Zorrilla de San Martín y Grito de Asencio,0.687,0.150,yes
,ap-953ebe77c780,open,2437,6,-75,50,2026-09-22T19:09:04-03:00,42,,2026-09-22T19:08:34-03:00,2026-09-22T19:47:47-03:00,Juan Zorrilla de San Martín y Carlos P. Puig,Juan Zorrilla de San Martín y Grito de Asencio,0.771,-33.521884,-58.223222,-33.521961,-58.222950,50,Juan Zorrilla de San Martín y Carlos P. Puig,Juan Zorrilla de San Martín y Grito de Asencio,0.683,0.123,yes
,ap-3ec9bd29f882,psk,,,-80,40,2026-09-22T19:09:04-03:00,23,,2026-09-22T19:08:54-03:00,2026-09-22T19:47:47-03:00,Juan Zorrilla de San Martín y Carlos P. Puig,Juan Zorrilla de San Martín y Grito de Asencio,0.771,-33.521884,-58.223222,-33.522092,-58.223127,38,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.178,0.096,
,ap-ad9b46b8e4b8,psk,,,-64,72,2026-09-22T19:09:24-03:00,37,,2026-09-22T19:08:59-03:00,2026-09-22T19:47:47-03:00,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.000,-33.521999,-58.223454,-33.522166,-58.222944,55,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.183,0.161,yes
,ap-dbfcc79e760f,psk,2427,4,-75,50,2026-09-22T19:09:24-03:00,11,,2026-09-22T19:09:14-03:00,2026-09-22T19:10:04-03:00,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.000,-33.521999,-58.223454,-33.522084,-58.223367,13,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.149,0.127,yes
,ap-d2a8220e3e2a,psk,,,-86,28,2026-09-22T19:09:24-03:00,8,,2026-09-22T19:09:19-03:00,2026-09-22T19:09:54-03:00,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.000,-33.521999,-58.223454,-33.522116,-58.223361,11,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.174,0.109,yes
,ap-a2622e387ade,psk,2437,6,-57,86,2026-09-22T19:09:29-03:00,84,,2026-09-22T19:08:24-03:00,2026-09-22T19:47:47-03:00,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.093,-33.522071,-58.223402,-33.522148,-58.222961,55,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.285,0.209,yes
,ap-97a27141f701,psk,2437,6,-59,82,2026-09-22T19:09:29-03:00,58,,2026-09-22T19:08:49-03:00,2026-09-22T19:47:47-03:00,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.093,-33.522071,-58.223402,-33.522175,-58.223001,52,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.258,0.185,yes
,ap-2437f519fe5c,psk,,,-62,76,2026-09-22T19:09:29-03:00,28,,2026-09-22T19:08:59-03:00,2026-09-22T19:47:47-03:00,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.093,-33.522071,-58.223402,-33.522095,-58.223223,27,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.199,0.126,
,ap-2fb8cb09edf1,psk,,,-62,76,2026-09-22T19:09:29-03:00,28,,2026-09-22T19:08:59-03:00,2026-09-22T19:47:47-03:00,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.093,-33.522071,-58.223402,-33.522102,-58.223205,29,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.203,0.126,
,ap-1751fdeafa8a,psk,,,-85,30,2026-09-22T19:09:39-03:00,25,,2026-09-22T19:09:10-03:00,2026-09-22T19:47:47-03:00,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.147,-33.522113,-58.223372,-33.522324,-58.223179,34,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.398,0.263,yes
,ap-f8215690db2c,psk,2447,8,-80,40,2026-09-22T19:09:39-03:00,15,,2026-09-22T19:09:35-03:00,2026-09-22T19:10:44-03:00,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.147,-33.522113,-58.223372,-33.522456,-58.223113,27,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.530,0.242,yes
,ap-90b8fc5dffce,psk,2417,2,-60,80,2026-09-22T19:09:49-03:00,46,,2026-09-22T19:09:14-03:00,2026-09-22T19:47:47-03:00,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.329,-33.522255,-58.223270,-33.522352,-58.222992,40,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.451,0.200,yes
,ap-f2db0408a4e4,psk,2417,2,-61,78,2026-09-22T19:09:49-03:00,34,,2026-09-22T19:09:14-03:00,2026-09-22T19:47:47-03:00,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.329,-33.522255,-58.223270,-33.522334,-58.223112,31,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.457,0.214,
,ap-cee2f397df1c,psk,,,-76,48,2026-09-22T19:09:49-03:00,25,,2026-09-22T19:09:24-03:00,2026-09-22T19:21:46-03:00,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.329,-33.522255,-58.223270,-33.522600,-58.223017,53,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.458,0.223,
,ap-56e3a68261f4,psk,2417,2,-65,70,2026-09-22T19:09:54-03:00,38,,2026-09-22T19:08:24-03:00,2026-09-22T19:47:47-03:00,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.388,-33.522301,-58.223237,-33.522257,-58.223061,41,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.384,0.186,
,ap-73880f6adf04,psk,2417,2,-64,72,2026-09-22T19:09:54-03:00,38,,2026-09-22T19:08:45-03:00,2026-09-22T19:47:47-03:00,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.388,-33.522301,-58.223237,-33.522368,-58.222935,47,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.486,0.214,
,ap-ea5b6d7b14d7,psk,,,-97,6,2026-09-22T19:09:54-03:00,6,,2026-09-22T19:09:54-03:00,2026-09-22T19:10:19-03:00,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.388,-33.522301,-58.223237,-33.522432,-58.223143,11,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.555,0.111,yes
,ap-57feb5486302,psk,,,-51,98,2026-09-22T19:10:00-03:00,81,,2026-09-22T19:08:30-03:00,2026-09-22T19:47:47-03:00,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.444,-33.522345,-58.223205,-33.522348,-58.222705,58,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.527,0.170,yes
,ap-99c542afab06,psk,,,-66,68,2026-09-22T19:10:00-03:00,15,,2026-09-22T19:09:49-03:00,2026-09-22T19:47:42-03:00,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.444,-33.522345,-58.223205,-33.522331,-58.223216,15,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.426,0.150,yes
,ap-8b1d192cf455,psk,2457,10,-47,100,2026-09-22T19:10:04-03:00,100,,2026-09-22T19:08:04-03:00,2026-09-22T19:47:47-03:00,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.501,-33.522390,-58.223174,-33.522349,-58.222733,60,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.524,0.166,yes
,ap-964b9fde8fd0,psk,2437,6,-73,54,2026-09-22T19:10:09-03:00,33,,2026-09-22T19:08:20-03:00,2026-09-22T19:12:09-03:00,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.614,-33.522478,-58.223110,-33.522443,-58.222723,44,"Treinta y Tres Orientales, Grito de Asencio","Treinta y Tres Orientales, Carlos P. Puig",0.420,0.219,yes
,ap-5b6645033526,psk,2437,6,-72,56,2026-09-22T19:10:09-03:00,23,,2026-09-22T19:10:04-03:00,2026-09-22T19:12:45-03:00,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.614,-33.522478,-58.223110,-33.522552,-58.222748,37,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.726,0.139,
,ap-6196a0aba2dc,psk,,,-70,60,2026-09-22T19:10:09-03:00,7,,2026-09-22T19:10:09-03:00,2026-09-22T19:10:39-03:00,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.614,-33.522478,-58.223110,-33.522601,-58.223015,14,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.750,0.123,yes
